"type_analysis","cohort","score","term","estimate","std.error","statistic","p.value","HR"
"os","tcga","random_18","node_stageN2",1.06853723080715,0.580961647223953,1.83925606090007,0.0658775324915814,2.9111180901483
"os","tcga","random_18","node_stageN3",0.773165033705162,0.704279390969456,1.09781010720885,0.272287417088517,2.16661281585786
"os","tcga","random_18","tumor_stagestage_ii",0.341021718880365,0.38229042686991,0.892048806119886,0.372366772942491,1.40638378561166
"os","tcga","random_18","tumor_stagestage_iii",0.416229045658303,0.54934057548468,0.757688516438217,0.448637475275488,1.51623311571349
"os","tcga","random_18","random_18",-0.257755784910888,0.528605349297393,-0.487614787200866,0.625822719539068,0.77278393456144
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","age",0.0981084420872003,0.00878217417070111,11.1713159156542,5.63399548438551e-29,1.10308239918051
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","node_stageN1",-0.308453113640183,0.180635047041078,-1.70760391570102,0.0877098613357082,0.734582393286162
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","node_stageN2and3",0.571917369779115,0.217243789619677,2.63260630271805,0.00847325025480468,1.77166072566408
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","tumor_stageT1",-0.13856905781893,0.23644170147081,-0.586060144876927,0.557835097890749,0.870603127240002
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","tumor_stageT2",0.211595221431306,0.244957074128653,0.863805310313978,0.387694850205822,1.23564762016198
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","tumor_stageT3",-0.0117303643555566,0.474427849624775,-0.0247252861838404,0.980274085785622,0.98833816813629
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",-0.950668940382365,0.40243983904664,-2.36226349417705,0.0181637269796194,0.386482403276779
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","age",0.0977632882010961,0.00876745417132055,11.1507042170682,7.10418805398548e-29,1.10270173170195
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","node_stageN1",-0.276736876957246,0.179759566759836,-1.53948344416615,0.123686316618528,0.758253984960135
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","node_stageN2and3",0.584175815037848,0.216890943824417,2.69340805446798,0.00707256499044029,1.79351219054639
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","tumor_stageT1",-0.131952438978738,0.236160734870106,-0.558739957560327,0.576339205106161,0.876382675743252
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","tumor_stageT2",0.207955867081594,0.244853924015564,0.849305837828336,0.395711133278859,1.23115883371752
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","tumor_stageT3",-0.0392444079114511,0.473514796289845,-0.0828789474351062,0.933947793952985,0.961515678387066
"os","scanb","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",-0.558395334440776,0.468540482121164,-1.19177607004804,0.233349061241365,0.572126399172048
"os","scanb","SET_ERPR","age",0.100873688511352,0.00895843387983846,11.2601923354455,2.06307949043091e-29,1.10613691513867
"os","scanb","SET_ERPR","node_stageN1",-0.314292941112492,0.179894807597288,-1.74709290006896,0.0806212247717774,0.730305060444119
"os","scanb","SET_ERPR","node_stageN2and3",0.564453056074096,0.216785814142985,2.60373612685653,0.00922137225679203,1.75848572656348
"os","scanb","SET_ERPR","tumor_stageT1",-0.151153897532418,0.236856662734481,-0.638166120333559,0.523365548805385,0.859715380402114
"os","scanb","SET_ERPR","tumor_stageT2",0.181128066893171,0.245447956172112,0.737948971822611,0.46054545831525,1.19856866643004
"os","scanb","SET_ERPR","tumor_stageT3",-0.172996644369302,0.475974112217719,-0.363458095574261,0.716262710523858,0.841140437396561
"os","scanb","SET_ERPR","SET_ERPR",-0.77450011618949,0.227548870273586,-3.4036649589088,0.00066488252678568,0.460934136931332
"os","scanb","random_200","age",0.098806248974535,0.00882838194620167,11.1918865287705,4.46824228706481e-29,1.10385240630285
"os","scanb","random_200","node_stageN1",-0.269868160922949,0.179032020832331,-1.50737370705149,0.131714894359006,0.763480144219474
"os","scanb","random_200","node_stageN2and3",0.592593714945517,0.216611123914275,2.73574922763449,0.00622384360682512,1.80867352039931
"os","scanb","random_200","tumor_stageT1",-0.139500331254453,0.236141692172384,-0.590748418761298,0.554689000622669,0.869792735081634
"os","scanb","random_200","tumor_stageT2",0.191880054652138,0.244802111907716,0.783816990616777,0.433147502749004,1.21152519143898
"os","scanb","random_200","tumor_stageT3",-0.0289049840707443,0.473656549563072,-0.0610251966269821,0.951339142441631,0.971508768889796
"os","scanb","random_200","random_200",-1.20784275752657,0.812047106474735,-1.48740479203241,0.136907932026688,0.298841257625352
"os","scanb","random_18","age",0.0980542429809453,0.00874805469031544,11.2086911264394,3.69618573962091e-29,1.1030226147205
"os","scanb","random_18","node_stageN1",-0.301080426597193,0.180298307484441,-1.66990156922674,0.0949388398277234,0.740018253203297
"os","scanb","random_18","node_stageN2and3",0.552725848201119,0.21756238266932,2.54053959797464,0.011068155958812,1.73798404759327
"os","scanb","random_18","tumor_stageT1",-0.160053224097509,0.23687415839976,-0.675688834859711,0.499238226244576,0.852098435589053
"os","scanb","random_18","tumor_stageT2",0.173978683261871,0.246135146547033,0.706842097532894,0.479664610178863,1.19003019798789
"os","scanb","random_18","tumor_stageT3",-0.00288717345698174,0.473908120370753,-0.00609226416024064,0.99513910655546,0.997116990420061
"os","scanb","random_18","random_18",-0.592610867483573,0.277273415817037,-2.13727978838987,0.0325752417652802,0.55288189733008
"os","metabric","HALLMARK_ESTROGEN_RESPONSE_EARLY","age",0.055693069494223,0.00463957429423414,12.0039180239954,3.38866560979539e-33,1.05727312455574
"os","metabric","HALLMARK_ESTROGEN_RESPONSE_EARLY","npi",0.219265759722507,0.0402818721583936,5.44328622215783,5.23064983567251e-08,1.2451621466662
"os","metabric","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",-0.551169549172122,0.23919750023664,-2.30424460383928,0.0212089166682267,0.576275433642648
"os","metabric","HALLMARK_ESTROGEN_RESPONSE_LATE","age",0.054826688758258,0.00461849132027626,11.8711252130227,1.67203484996365e-32,1.05635752017624
"os","metabric","HALLMARK_ESTROGEN_RESPONSE_LATE","npi",0.223450055554535,0.0401220485404947,5.56925839240261,2.55825861234783e-08,1.25038318902194
"os","metabric","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",-0.629299270717519,0.294401791614505,-2.13755244921041,0.0325530845446077,0.532965134465039
"os","metabric","SET_ERPR","age",0.0565713643382181,0.00465048674274348,12.1646114627659,4.79722447594097e-34,1.05820213000036
"os","metabric","SET_ERPR","npi",0.205555729610991,0.0406772539486767,5.05333348879315,4.3416483739151e-07,1.22820742657673
"os","metabric","SET_ERPR","SET_ERPR",-0.490383719893686,0.134888824759695,-3.63546587915867,0.000277478720564909,0.61239136234565
"os","metabric","random_200","age",0.0536633468535495,0.00460980927366192,11.6411208507376,2.54646894281451e-31,1.05512932974788
"os","metabric","random_200","npi",0.22629918928716,0.0401892501826606,5.63083880039134,1.79335283942469e-08,1.25395077779991
"os","metabric","random_200","random_200",-1.23755094380535,0.507296586774614,-2.43950181426152,0.0147075288191497,0.290093804704894
"os","metabric","random_18","age",0.0542788088946874,0.00462562400264107,11.7343754839771,8.49510383683592e-32,1.05577892167791
"os","metabric","random_18","npi",0.223095708473899,0.0401006874447158,5.56338862722657,2.64585750496536e-08,1.24994019788018
"os","metabric","random_18","random_18",0.341055117265038,0.172498317732871,1.97715039629077,0.0480246326451877,1.40643075734271
"rfs","metabric","HALLMARK_ESTROGEN_RESPONSE_EARLY","age",0.0470581999919049,0.00454938828402498,10.3438521959421,4.46231289401466e-25,1.04818301154725
"rfs","metabric","HALLMARK_ESTROGEN_RESPONSE_EARLY","npi",0.222068095072552,0.0407729178263534,5.44646071243445,5.13819456576677e-08,1.24865640231769
"rfs","metabric","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",-0.507065224798242,0.238287021744976,-2.12795989091224,0.0333404092204405,0.602260486883201
"rfs","metabric","HALLMARK_ESTROGEN_RESPONSE_LATE","age",0.0463106274350261,0.00453084857530772,10.2211818967887,1.5938556192957e-24,1.04739971151652
"rfs","metabric","HALLMARK_ESTROGEN_RESPONSE_LATE","npi",0.226404320824185,0.0405772222367598,5.57959141468979,2.41084217440367e-08,1.25408261450251
"rfs","metabric","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",-0.602854161841783,0.292245452177103,-2.06283504961593,0.0391283027390872,0.547247472114371
"rfs","metabric","SET_ERPR","age",0.0479765714719412,0.00456270759404006,10.514934495169,7.37320254053452e-26,1.04914607508827
"rfs","metabric","SET_ERPR","npi",0.206960135917346,0.0412326206029048,5.01933015392103,5.18519674344682e-07,1.22993354063115
"rfs","metabric","SET_ERPR","SET_ERPR",-0.495213833598908,0.133290365807151,-3.71530103169947,0.000202961919366514,0.609440574490676
"rfs","metabric","random_200","age",0.0449914068469724,0.00452830047702107,9.93560543857062,2.91400314619971e-23,1.04601887126987
"rfs","metabric","random_200","npi",0.233000704214954,0.0406576587280166,5.73079492288613,9.9961061994468e-09,1.26238236831549
"rfs","metabric","random_200","random_200",-1.33735134063678,0.507069755395868,-2.63741098025598,0.00835415492024733,0.262540127849161
"rfs","metabric","random_18","age",0.0455426887084237,0.00454329942611444,10.0241442258128,1.19389348523947e-23,1.04659568147823
"rfs","metabric","random_18","npi",0.226357927139767,0.0405218308739033,5.58607353759884,2.32260917420216e-08,1.25402443433906
"rfs","metabric","random_18","random_18",0.422215729484354,0.173819578729616,2.42904586796363,0.0151386169881163,1.52533754947484
